brand,carName,carImg,saleVolume,price,manufacturer,rank,carModel,energyType,marketTime,insure
北京汽车,魔方,https://p3-dcd.byteimg.com/img/motor-mis-img/6484b5e44861629ef049ac3c1ce3635b~tplv-resize:640:0.png,391,"[11.69, 8.49]",北京汽车,399,紧凑型SUV,汽油,2024.03,5年或10万公里
江铃集团新能源,易至EV3,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/85b368807a6e4a4384b8b605eebe55bf~tplv-resize:640:0.png,391,"[6.68, 5.28]",江铃集团新能源,400,微型车,纯电动,2024.07,3年或6万公里
红旗,红旗HS7,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/d88db156ed514c43a111d5f57a4e797d~tplv-resize:640:0.png,389,"[31.58, 23.58]",一汽红旗,401,中大型SUV,48V轻混系统,2023.08,4年或10万公里
飞凡汽车,飞凡F7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/05418ae564404a428099f08313bb880d~tplv-resize:640:0.png,387,"[26.99, 18.99]",飞凡汽车,402,中大型车,纯电动,2023.11,5年或12万公里
凌宝汽车,凌宝Uni,https://p9-dcd.byteimg.com/img/motor-mis-img/f0549e706e22b4bef069b9e470c55ff3~tplv-resize:640:0.png,375,"[4.18, 2.98]",吉麦新能源,403,微型车,纯电动,2023.03,3年或10万公里
丰田,亚洲狮,https://p3-dcd.byteimg.com/img/motor-mis-img/425ce00970c41af596f5fb6d21b7fed9~tplv-resize:640:0.png,366,"[13.98, 10.18]",一汽丰田,404,紧凑型车,汽油,2023.05,3年或10万公里
丰田,凌尚,https://p9-dcd.byteimg.com/img/motor-mis-img/66e6bc900e196b8ffdb72e07bfe2b18e~tplv-resize:640:0.png,363,"[12.98, 9.98]",广汽丰田,405,紧凑型车,汽油,2024.07,3年或10万公里
东风风光,风光330,https://p3-dcd.byteimg.com/img/motor-mis-img/6f7c31bce10482b0e6b2db15654441e8~tplv-resize:640:0.png,363,"[6.88, 4.19]",东风小康,406,紧凑型MPV,汽油,2023.10,7年或20万公里
哈弗,哈弗枭龙MAX,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/94de8037fafe42d78886694b51b82c12~tplv-resize:640:0.png,355,"[13.88, 11.88]",长城汽车,407,中型SUV,插电式混合动力,2023.05,6年或15万公里
五菱汽车,五菱征程,https://p9-dcd.byteimg.com/img/motor-mis-img/14a5f4d31b2390bbe29d1e2ed5c86725~tplv-resize:640:0.png,355,"[9.08, 6.98]",上汽通用五菱,408,中大型MPV,汽油,2022.09,3年或6万公里
合创汽车,合创A06,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/6ed97fb37fb446c2bfc1ed3f142f8015~tplv-resize:640:0.png,352,"[26.98, 13.98]",合创汽车,409,中型车,纯电动,2023.11,4年或15万公里
奥迪,奥迪Q5 e-tron,https://p3-dcd.byteimg.com/img/motor-mis-img/6a288e43d3e85af91ecebda0776126cb~tplv-resize:640:0.png,350,"[37.75, 26.85]",上汽奥迪,410,中大型SUV,纯电动,2024.05,3年或10万公里
奥迪,奥迪Q3 Sportback,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/5bcc38dbfe224058a45bfccef3d561c4~tplv-resize:640:0.png,346,"[22.17, 19.03]",一汽-大众奥迪,411,紧凑型SUV,汽油,2023.08,3年或10万公里
凯迪拉克,凯迪拉克CT6,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/1effd18860ed46a9873ed3b7e2552f7b~tplv-resize:640:0.png,343,"[41.47, 30.47]",上汽通用凯迪拉克,412,中大型车,汽油,2023.05,3年不限公里
林肯,飞行家,https://p3-dcd.byteimg.com/img/motor-mis-img/ad53b550ad2645d145836079677486ca~tplv-resize:640:0.png,342,"[75.38, 49.08]",长安林肯,413,中大型SUV,汽油,2023.09,5年或14万公里
长安,锐程PLUS,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/6de734d6685c494daee1c10272206263~tplv-resize:640:0.png,341,"[10.79, 8.49]",长安汽车,414,紧凑型车,汽油,2024.05,3年或10万公里
丰田,丰田C-HR,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/b0e1fef05cbb4a33be7c024e82deae95~tplv-resize:640:0.png,339,"[15.28, 11.28]",广汽丰田,415,小型SUV,汽油,2023.03,3年或10万公里
东风风光,风光MINIEV,https://p3-dcd.byteimg.com/img/motor-mis-img/d7c240b7c803e1ce776dddab51d26248~tplv-resize:640:0.png,338,"[5.91, 2.86]",东风小康,416,微型车,纯电动,2022.03,3年或10万公里
哪吒汽车,哪吒AYA,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/181eb1cb372d46b292dc0c4da1a252a3~tplv-resize:640:0.png,337,"[8.08, 6.58]",合众汽车,417,小型SUV,纯电动,2023.08,3年或12万公里
大众,迈腾GTE,https://p3-dcd.byteimg.com/img/motor-mis-img/aa0da3e462123203481abf9ce80822a1~tplv-resize:640:0.png,334,"[19.59, 18.09]",一汽-大众,418,中型车,插电式混合动力,2021.12,3年或10万公里
北京,北京BJ60,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0087942025b04295b04efa7c84472d8b~tplv-resize:640:0.png,330,"[28.58, 23.98]",北京汽车,419,中大型SUV,48V轻混系统,2023.09,5年或15万公里
睿蓝汽车,睿蓝7,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/34076f95094b48af8c6835540dd8227d~tplv-resize:640:0.png,329,"[17.77, 11.57]",睿蓝汽车,420,紧凑型SUV,纯电动,2024.06,6年或15万公里
ARCFOX极狐,极狐 阿尔法S,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/47d20dbda41240acab501a570c17381f~tplv-resize:640:0.png,324,"[32.98, 17.98]",北汽新能源,421,中大型车,纯电动,2024.04,3年或12万公里
岚图,岚图梦想家 EV,https://p3-dcd.byteimg.com/img/motor-mis-img/f555a18ac28d80c7e938d27b137da439~tplv-resize:640:0.png,321,"[68.99, 30.99]",岚图汽车,422,中大型MPV,纯电动,2024.03,5年或10万公里
标致,标致5008,https://p3-dcd.byteimg.com/img/motor-mis-img/1c52368ba37e8b4015e2014021d98abd~tplv-resize:640:0.png,321,"[19.37, 14.87]",东风标致,423,中型SUV,汽油,2022.11,5年或15万公里
岚图,岚图追光 PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/f403f07775ae4a8f8f23694d07236baa~tplv-resize:640:0.png,320,"[26.78, 24.28]",岚图汽车,424,中大型车,插电式混合动力,2023.12,5年或10万公里
蔚来,蔚来EC7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/885a4f39f1d84a7aadde3c114219c1dd~tplv-resize:640:0.png,319,"[54.8, 45.8]",蔚来,425,中大型SUV,纯电动,2024.02,3年或12万公里
沃尔沃,沃尔沃S90 PHEV,https://p3-dcd.byteimg.com/img/motor-mis-img/30c75f1e8d46ba045e0078395194ddb8~tplv-resize:640:0.png,314,"[46.89, 37.99]",沃尔沃亚太,426,中大型车,插电式混合动力,2023.06,3年不限公里
东风风光,风光580,https://p9-dcd.byteimg.com/img/motor-mis-img/81ce7abfa259e4a8e2764f1000f284d5~tplv-resize:640:0.png,314,"[12.99, 7.99]",东风小康,427,中型SUV,汽油,2021.11,7年或15万公里
智己汽车,智己LS7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/54f6f3a1df194fefb451ad6404921f0a~tplv-resize:640:0.png,311,"[44.98, 27.98]",智己汽车,428,中大型SUV,纯电动,2024.06,5年或15万公里
东风风光,风光500,https://p9-dcd.byteimg.com/img/motor-mis-img/e70c2c39ab8b0a1e6e4d38c67e96c92f~tplv-resize:640:0.png,302,"[8.08, 5.68]",东风小康,429,紧凑型SUV,汽油,2021.08,7年或15万公里
大众,ID.7 VIZZION,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/3a499c1503f94e379f3ae8e665cf41ed~tplv-resize:640:0.png,299,"[23.27, 19.77]",一汽-大众,430,中型车,纯电动,2023.12,3年或10万公里
凯翼,凯翼拾月,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d654726800a34ad197462e1a65864112~tplv-resize:640:0.png,287,"[9.98, 5.39]",凯翼汽车,431,微型车,纯电动,2023.11,3年或12万公里
本田,ZR-V 致在,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d59738a62f53451bbcf05a4bc6bd907c~tplv-resize:640:0.png,283,"[18.09, 11.19]",广汽本田,432,紧凑型SUV,汽油,2023.02,3年或10万公里
小鹏汽车,小鹏P5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/a638941d454742058547308ebfab52d2~tplv-resize:640:0.png,283,"[15.49, 13.69]",小鹏汽车,433,紧凑型车,纯电动,2023.09,4年或10万公里
睿蓝汽车,睿蓝9,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/7575b7c9d59f478391ec644c2ae07201~tplv-resize:640:0.png,281,"[19.79, 13.99]",睿蓝汽车,434,中型SUV,纯电动,2022.12,4年或15万公里
荣威,荣威Ei5,https://p9-dcd.byteimg.com/img/motor-mis-img/f44c223bbfe4ddf0d92ef89139ae89bd~tplv-resize:640:0.png,277,"[16.68, 15.28]",上汽集团,435,紧凑型车,纯电动,2021.03,3年或10万公里
斯柯达,柯米克GT,https://p9-dcd.byteimg.com/img/motor-mis-img/b107ac26e249c23a271698a4c770fb62~tplv-resize:640:0.png,274,"[8.39, 8.39]",上汽大众斯柯达,436,小型SUV,汽油,2023.11,3年或10万公里
上汽大通MAXUS,大通G10,https://p9-dcd.byteimg.com/img/motor-mis-img/0278cd781f8003a738f78e3a89038863~tplv-resize:640:0.png,272,"[18.58, 11.58]",上汽大通,437,中大型MPV,压缩天然气(CNG),2024.01,3年或6万公里
极石汽车,极石01,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e61b5702879c422bb768326b2b69a896~tplv-resize:640:0.png,260,"[35.99, 34.99]",北京汽车制造厂,438,中大型SUV,增程式,2023.08,5年或10万公里
斯柯达,柯迪亚克,https://p3-dcd.byteimg.com/img/motor-mis-img/bdbd1bffe440a691fb9e8c37ab20e8f6~tplv-resize:640:0.png,260,"[18.89, 13.69]",上汽大众斯柯达,439,中型SUV,汽油,2023.10,3年或10万公里
奔驰,奔驰EQB,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/2e9cea9cd8e440c59f50fa5f9a1469c9~tplv-resize:640:0.png,256,"[28.7, 21.1]",北京奔驰,440,紧凑型SUV,纯电动,2024.08,3年不限公里
奇瑞新能源,艾瑞泽e,https://p3-dcd.byteimg.com/img/motor-mis-img/801fac00fa4a0818fc25e1fc20372dda~tplv-resize:640:0.png,250,"[15.78, 15.28]",奇瑞新能源,441,紧凑型车,纯电动,2023.08,1年或10万公里
蔚来,蔚来ES7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/03f85ad23b75470aa2c6b8fc43fc8c11~tplv-resize:640:0.png,245,"[51.8, 43.8]",蔚来,442,中大型SUV,纯电动,2024.02,3年或12万公里
福特,领裕,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/af5d7d24a04348fa954883a25310b018~tplv-resize:640:0.png,245,"[17.18, 12.38]",江铃福特,443,中大型SUV,汽油,2023.02,3年或10万公里
日产,ARIYA 艾睿雅,https://p9-dcd.byteimg.com/img/motor-mis-img/c16b1a2dfa6203ff91b2a3d20e20bceb~tplv-resize:640:0.png,237,"[22.79, 14.49]",东风日产,444,紧凑型SUV,纯电动,2023.07,3年或10万公里
坦克,坦克500,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/a36d53e3b7e6450e881067328a87d84b~tplv-resize:640:0.png,230,"[39.5, 33.5]",长城汽车,445,中大型SUV,48V轻混系统,2023.03,5年或15万公里
睿蓝汽车,枫叶60s,https://p9-dcd.byteimg.com/img/motor-mis-img/22ab00035ad9fd4ac71b8baf75aa7293~tplv-resize:640:0.png,230,"[12.98, 7.98]",睿蓝汽车,446,紧凑型车,纯电动,2023.03,1年或15万公里
名爵,MG6,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e79a397f178a42b2a125fea383e0c777~tplv-resize:640:0.png,225,"[11.98, 9.58]",上汽集团,447,紧凑型车,汽油,2023.04,3年或10万公里
东风富康,富康ES600,https://p9-dcd.byteimg.com/img/motor-mis-img/9d0422fde61435579a20862d9847eecf~tplv-resize:640:0.png,224,"[16.38, 15.38]",神龙汽车,448,紧凑型车,纯电动,2022.11,3年或12万公里
魏牌,摩卡PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0a1bc6c4ab8842c8b5726b89f9f8c604~tplv-resize:640:0.png,223,"[22.88, 22.18]",长城汽车,449,中型SUV,插电式混合动力,2024.05,5年或15万公里
欧拉,欧拉闪电猫,https://p3-dcd.byteimg.com/img/motor-mis-img/9a42521e00f5301bbf77aaec4f602946~tplv-resize:640:0.png,215,"[23.08, 15.08]",长城汽车,450,中型车,纯电动,2022.10,5年或15万公里
吉利几何,吉利几何G6,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/2aa2a7143c4c4d849d972ea8ee260ca2~tplv-resize:640:0.png,213,"[18.28, 11.98]",吉利几何,451,紧凑型车,纯电动,2023.09,4年或12万公里
东风风度,帕拉丁,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0bcc2774198b49a0888e3193bed0093a~tplv-resize:640:0.png,212,"[25.38, 16.18]",郑州日产,452,中型SUV,汽油,2024.04,3年或10万公里
东风风光,风光380,https://p9-dcd.byteimg.com/img/motor-mis-img/e87c65ae4c1e522f6a6e6c7eb2ed110d~tplv-resize:640:0.png,208,"[6.08, 5.28]",东风小康,453,微面,汽油,2022.06,3年或6万公里
合创汽车,合创Z03,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/966f8986005d4b1e9b62bd3bc3231f39~tplv-resize:640:0.png,208,"[18.28, 13.48]",合创汽车,454,紧凑型SUV,纯电动,2022.04,4年或15万公里
思铭,东风本田M-NV,https://p9-dcd.byteimg.com/img/motor-mis-img/b20ad2749ca184a995d7d9b88d20b147~tplv-resize:640:0.png,205,"[12.98, 11.98]",东风本田,455,小型SUV,纯电动,2023.06,3年或12万公里
大众,途铠,https://p9-dcd.byteimg.com/img/motor-mis-img/c21b08981b849be7a38cfb49f038d530~tplv-resize:640:0.png,203,"[13.69, 9.09]",上汽大众,456,小型SUV,汽油,2023.05,3年或10万公里
名爵,MG4 EV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/798b4dc1a776470c9d5ebf6dae3be966~tplv-resize:640:0.png,202,"[17.98, 10.98]",上汽集团,457,紧凑型车,纯电动,2023.09,3年或10万公里
英菲尼迪,英菲尼迪QX60,https://p3-dcd.byteimg.com/img/motor-mis-img/7a627875ede9d3e13c79a4c4218a2d4a~tplv-resize:640:0.png,202,"[42.88, 30.88]",东风英菲尼迪,458,中大型SUV,汽油,2023.11,4年或10万公里
大众,ID.6 X,https://p3-dcd.byteimg.com/img/motor-mis-img/bc5400d7759589d05ac39a0f52362327~tplv-resize:640:0.png,200,"[22.79, 19.39]",上汽大众,459,中大型SUV,纯电动,2023.04,3年或10万公里
沃尔沃,沃尔沃EX30,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e00dc34dbb9d4bc1b3468659adc15ff1~tplv-resize:640:0.png,199,"[25.58, 20.08]",沃尔沃亚太,460,小型SUV,纯电动,2024.05,3年不限公里
雪佛兰,探界者Plus,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c72150584c9144fb94b1eaa81df2b464~tplv-resize:640:0.png,193,"[17.99, 14.99]",上汽通用雪佛兰,461,中型SUV,插电式混合动力,2024.04,3年或10万公里
江淮瑞风,瑞风RF8 PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/809daf18f7fc4be1b137dd84e32a34ab~tplv-resize:640:0.png,189,"[25.99, 21.99]",江汽集团,462,中大型MPV,插电式混合动力,2024.01,5年或10万公里
比亚迪,比亚迪e3,https://p9-dcd.byteimg.com/img/motor-mis-img/993f74dfdbd9feb7e14875c014b44163~tplv-resize:640:0.png,189,"[15.48, 15.48]",比亚迪,463,紧凑型车,纯电动,2021.08,3年或10万公里
起亚,起亚K5,https://p3-dcd.byteimg.com/img/motor-mis-img/b9d80160c481012488835c2bfca2444c~tplv-resize:640:0.png,184,"[17.68, 13.28]",起亚,464,中型车,汽油,2021.08,可选:[3年或15万公里] [5年或10万公里] [7年或7万公里]
凯翼,凯翼昆仑iHD,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/f5eb6bf3f1484eda9274fdad6c056a57~tplv-resize:640:0.png,183,"[17.99, 14.99]",凯翼汽车,465,中型SUV,插电式混合动力,2024.07,4年或10万公里
福特,福特电马,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/7b88c973a0d548a38057e70ecc07c08e~tplv-resize:640:0.png,181,"[35.98, 23.98]",长安福特,466,中型SUV,纯电动,2023.12,4年或10万公里
雪佛兰,迈锐宝XL,https://p9-dcd.byteimg.com/img/motor-mis-img/8171a91a9f3017a9001e682797dc5f77~tplv-resize:640:0.png,181,"[14.99, 10.59]",上汽通用雪佛兰,467,中型车,汽油,2023.06,3年或10万公里
奇瑞,欧萌达,https://p3-dcd.byteimg.com/img/motor-mis-img/909cce5c7758ab29135fc1593e5349ae~tplv-resize:640:0.png,175,"[10.79, 7.99]",奇瑞汽车,468,紧凑型SUV,汽油,2024.03,3年或10万公里
起亚,嘉华,https://p9-dcd.byteimg.com/img/motor-mis-img/c6ac1024c4633112f738ffc8fc41b52c~tplv-resize:640:0.png,175,"[29.29, 24.19]",起亚,469,中大型MPV,汽油,2021.09,5年或10万公里
起亚,智跑,https://p3-dcd.byteimg.com/img/motor-mis-img/93ee7cb27ef156bcbacc11dc008960e1~tplv-resize:640:0.png,170,"[12.78, 10.98]",起亚,470,紧凑型SUV,汽油,2021.07,5年或10万公里
江淮钇为,爱跑,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/99c0e84612604e6bb00ed8b4c57a1ab5~tplv-resize:640:0.png,169,"[18.99, 15.29]",江汽集团,471,紧凑型车,纯电动,2024.03,3年或12万公里
五菱汽车,凯捷Victory,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/5564c09fd91040f0984815b9669d6763~tplv-resize:640:0.png,168,"[14.98, 8.58]",上汽通用五菱,472,紧凑型MPV,汽油,2023.11,3年或10万公里
启辰,启辰星,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/b0b6cc8b5a444a168d223471447a26dc~tplv-resize:640:0.png,168,"[14.96, 12.26]",东风日产,473,紧凑型SUV,汽油,2022.11,3年或10万公里
名爵,MG ONE,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/6aca48597c4c478195acd0dbcee6aa10~tplv-resize:640:0.png,166,"[13.88, 8.78]",上汽集团,474,紧凑型SUV,汽油,2023.07,3年或10万公里
丰田,奕泽IZOA,https://p3-dcd.byteimg.com/img/motor-mis-img/032f79481ca76533e7a56d98770ad4e3~tplv-resize:640:0.png,163,"[14.98, 10.98]",一汽丰田,475,小型SUV,汽油,2023.05,3年或10万公里
本田,e:NP1 极湃1,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/8f1fca2269d94ce289be76e6a2da2dd8~tplv-resize:640:0.png,160,"[15.8, 11.5]",广汽本田,476,小型SUV,纯电动,2022.06,3年或12万公里
别克,昂科旗,https://p3-dcd.byteimg.com/img/motor-mis-img/bc901ffc4cc27ad809db884987ea9edc~tplv-resize:640:0.png,160,"[28.99, 22.99]",上汽通用别克,477,中大型SUV,48V轻混系统,2021.08,3年或10万公里
标致,标致508L,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/e3b8a7573b784ab388129d474b434366~tplv-resize:640:0.png,160,"[19.07, 14.67]",东风标致,478,中型车,汽油,2023.08,5年或15万公里
东风风行,风行S50 EV,https://p3-dcd.byteimg.com/img/motor-mis-img/7dc51c86c5c6d2541cadc95dcf4aa5d0~tplv-resize:640:0.png,158,"[16.99, 15.09]",东风风行,479,紧凑型车,纯电动,2023.08,8年或16万公里
马自达,马自达CX-30,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/d266c935398141da87d4cdcd0a25d7fe~tplv-resize:640:0.png,157,"[18.99, 9.99]",长安马自达,480,小型SUV,汽油,2024.07,3年或10万公里
本田,皓影 PHEV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/fede19012b59405dbaf2cb12c3700cc0~tplv-resize:640:0.png,154,"[23.99, 19.59]",广汽本田,481,紧凑型SUV,插电式混合动力,2023.06,3年或10万公里
江淮汽车,江淮QX PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/5901534bebac4251a0136474f5411173~tplv-resize:640:0.png,152,"[19.19, 8.99]",江汽集团,482,紧凑型SUV,插电式混合动力,2024.03,3年或10万公里
江铃集团新能源,羿,https://p3-dcd.byteimg.com/img/motor-mis-img/c53f4e31b5bc85aa0d8c14dec47cac09~tplv-resize:640:0.png,152,"[19.98, 11.88]",江铃集团新能源,483,紧凑型车,纯电动,2024.04,3年或6万公里
奔腾,奔腾T55,https://p9-dcd.byteimg.com/img/motor-mis-img/5eb9a1106aaeba38383586d41c10fd06~tplv-resize:640:0.png,147,"[9.49, 7.59]",一汽奔腾,484,紧凑型SUV,汽油,2023.04,3年或10万公里
上汽大通MAXUS,大家9 EV,https://p9-dcd.byteimg.com/img/motor-mis-img/149f3cd713fb650b0414ba133fad555a~tplv-resize:640:0.png,144,"[40.39, 25.39]",上汽大通,485,中大型MPV,纯电动,2023.06,3年或10万公里
雪佛兰,开拓者,https://p3-dcd.byteimg.com/img/motor-mis-img/87022b02e646f4a4204f2cb8f323d5ca~tplv-resize:640:0.png,141,"[24.19, 16.99]",上汽通用雪佛兰,486,中大型SUV,48V轻混系统,2023.07,3年或10万公里
斯柯达,柯珞克,https://p9-dcd.byteimg.com/img/motor-mis-img/f2176b645be4a6b2cb11efbd76de5b0f~tplv-resize:640:0.png,141,"[11.7, 11.2]",上汽大众斯柯达,487,紧凑型SUV,汽油,2023.10,3年或10万公里
别克,别克E4,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/175bc28c8fc7468285a60c50af81f2e3~tplv-resize:640:0.png,138,"[22.49, 15.49]",上汽通用别克,488,中大型SUV,纯电动,2023.06,3年或10万公里
北汽制造,勇士,https://p3-dcd.byteimg.com/img/motor-mis-img/dcf664514941d152d7c6466649b34f29~tplv-resize:640:0.png,137,"[14.88, 10.68]",北京汽车制造厂,489,紧凑型SUV,汽油,2021.05,3年或6万公里
