brand,carName,carImg,saleVolume,price,manufacturer,rank,carModel,energyType,marketTime,insure
长安欧尚,奔奔E-Star,https://p9-dcd.byteimg.com/img/motor-mis-img/5a66c6bc0c1d71c7e6f68f53b902d1b9~tplv-resize:640:0.png,134,"[6.79, 6.79]",长安汽车,490,小型车,纯电动,2023.05,3年或12万公里
荣威,荣威iMAX8,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/6db94c2ed63e49d6a42eba931d90c2c0~tplv-resize:640:0.png,132,"[23.58, 16.58]",上汽集团,491,中大型MPV,汽油,2023.03,3年或10万公里
上汽大通MAXUS,大家7 EV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/91bdc8d73c5d469a821b6f6b5cefead5~tplv-resize:640:0.png,125,"[29.98, 14.58]",上汽大通,492,中型MPV,纯电动,2023.11,5年或10万公里
五菱汽车,五菱Air ev晴空,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/8c27ef5a5a234a1d8d74da44fb388893~tplv-resize:640:0.png,125,"[6.98, 5.78]",上汽通用五菱,493,微型车,纯电动,2022.12,3年或10万公里
荣威,荣威eRX5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e6c1c61db1b244cd87614a65ebe5ac0e~tplv-resize:640:0.png,125,"[14.79, 13.59]",上汽集团,494,紧凑型SUV,插电式混合动力,2022.08,3年或10万公里
本田,本田LIFE,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/be382f51ae294caca8a0db835819303a~tplv-resize:640:0.png,120,"[9.48, 7.98]",东风本田,495,小型车,汽油,2023.01,3年或10万公里
东风风光,风光ix5,https://p9-dcd.byteimg.com/img/motor-mis-img/9519498106439cdc90e3620b34127cfb~tplv-resize:640:0.png,120,"[16.59, 9.98]",东风小康,496,中型SUV,汽油,2022.05,7年或15万公里
凯翼,炫界Pro EV,https://p9-dcd.byteimg.com/img/motor-mis-img/297b50a8f659602e2fd62223e67c0c2a~tplv-resize:640:0.png,118,"[17.66, 11.99]",凯翼汽车,497,紧凑型SUV,纯电动,2023.09,3年或10万公里
东风风行,风行T5,https://p3-dcd.byteimg.com/img/motor-mis-img/f064dda2650019f6c0ba1e1f1a96135c~tplv-resize:640:0.png,117,"[13.99, 6.49]",东风风行,498,紧凑型SUV,汽油,2023.11,8年或16万公里
本田,英仕派 PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/2bf120cedd91403a856299dadaaa5cb8~tplv-resize:640:0.png,116,"[22.38, 19.48]",东风本田,499,中型车,插电式混合动力,2023.07,3年或10万公里
比亚迪,元Pro,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/75aceda12312482a844f17861bbac469~tplv-resize:640:0.png,115,"[9.78, 7.98]",比亚迪,500,小型SUV,纯电动,2023.05,6年或15万公里
雪佛兰,探界者,https://p3-dcd.byteimg.com/img/motor-mis-img/d0cade284d533a6e482e19d58e728e01~tplv-resize:640:0.png,114,"[16.99, 11.49]",上汽通用雪佛兰,501,中型SUV,汽油,2023.05,3年或10万公里
广汽传祺,影酷,https://p9-dcd.byteimg.com/img/motor-mis-img/fb916563d977a0dcf0ca3a200e4eda73~tplv-resize:640:0.png,113,"[13.98, 10.18]",广汽乘用车,502,紧凑型SUV,汽油,2022.09,3年或10万公里
大众,途观L PHEV,https://p3-dcd.byteimg.com/img/motor-mis-img/78839f72969927901241f358c5115d2c~tplv-resize:640:0.png,113,"[22.7, 21.61]",上汽大众,503,中型SUV,插电式混合动力,2022.08,3年或10万公里
奔腾,奔腾T77,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/208b41b8440a4604b8b663b5a81cfae1~tplv-resize:640:0.png,113,"[9.88, 8.98]",一汽奔腾,504,紧凑型SUV,汽油,2022.12,3年或10万公里
五菱汽车,五菱星云,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/8e1e7ccb63a5461ca752b715b97dcba2~tplv-resize:640:0.png,109,"[10.58, 8.98]",上汽通用五菱,505,紧凑型SUV,油电混合,2023.09,3年或10万公里
星途,星纪元 ES,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/37817ffe81ca4d6e81b819f76acb9970~tplv-resize:640:0.png,109,"[31.98, 19.88]",星途,506,中大型车,纯电动,2024.01,4年或12万公里
沃尔沃,沃尔沃EM90,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/05a3c8b3200349ae9f606af6cb81bae5~tplv-resize:640:0.png,107,"[81.8, 81.8]",沃尔沃亚太,507,中大型MPV,纯电动,2023.11,6年不限里程
本田,本田e:NS1,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0a57ed27aacd44b481e78ac2404d68e1~tplv-resize:640:0.png,102,"[18.8, 14.5]",东风本田,508,小型SUV,纯电动,2022.04,3年或12万公里
欧拉,欧拉芭蕾猫,https://p3-dcd.byteimg.com/img/motor-mis-img/0bedfedf47aa941755f9ae70f4b0233b~tplv-resize:640:0.png,99,"[16.98, 13.98]",长城汽车,509,紧凑型车,纯电动,2023.04,4年或15万公里
凯迪拉克,IQ锐歌,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/5b605a25ad8a418bb3cdadd026658e20~tplv-resize:640:0.png,96,"[41.97, 29.77]",上汽通用凯迪拉克,510,中大型SUV,纯电动,2023.11,3年不限公里
哪吒汽车,哪吒GT,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/7f4a9f907b14465e9fdf87ff93430bea~tplv-resize:640:0.png,83,"[22.68, 18.88]",合众汽车,511,跑车,纯电动,2023.04,4年或12万公里
长安凯程,长安之星9 EV,https://p3-dcd.byteimg.com/img/motor-mis-img/628f41aac12211548f30b7868b5ce3ab~tplv-resize:640:0.png,80,"[16.89, 13.28]",长安轻型车,512,微面,纯电动,2024.03,3年或6万公里
北汽制造,元宝,https://p9-dcd.byteimg.com/img/motor-mis-img/99bb51329fafa5120ad763c8e97a3c22~tplv-resize:640:0.png,79,"[5.19, 2.97]",北京汽车制造厂,513,微型车,纯电动,2023.03,3年或10万公里
斯柯达,明锐,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/e5d55d4c1ece47ceb29e28624cf1ca70~tplv-resize:640:0.png,79,"[11.19, 9.39]",上汽大众斯柯达,514,紧凑型车,汽油,2024.01,3年或10万公里
福特,途睿欧,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/14c65fe6c78648d98181e94d165541f1~tplv-resize:640:0.png,78,"[26, 21.96]",江铃福特,515,中型MPV,汽油,2024.03,3年或6万公里
江淮瑞风,瑞风RF8,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/39afc55e13524aa282721edb3f7fef84~tplv-resize:640:0.png,66,"[20.99, 16.99]",江汽集团,521,中大型MPV,汽油,2024.01,5年或10万公里
上汽大通MAXUS,大家5 PLUG IN,https://p3-dcd.byteimg.com/img/motor-mis-img/4f42d5ff30f94ef4c7da101045312782~tplv-resize:640:0.png,65,"[19.88, 16.88]",上汽大通,522,紧凑型MPV,插电式混合动力,2024.03,3年或8万公里
名爵,MG Cyberster,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/ac9ac9b7da874f58987ca01e8dd4cb22~tplv-resize:640:0.png,65,"[36.58, 31.98]",上汽集团,523,跑车,纯电动,2023.11,6年或15万公里
东风风行,风行T5 EVO,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/3bf531df6ea944619da286295d32c5c6~tplv-resize:640:0.png,64,"[13.99, 9.99]",东风风行,524,紧凑型SUV,汽油,2023.05,8年或16万公里
长安,长安UNI-K 智电iDD,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/f7960d1c00c644449d528cf7b5d922ec~tplv-resize:640:0.png,63,"[20.09, 17.29]",长安汽车,525,中型SUV,插电式混合动力,2024.01,3年或12万公里
上汽大通MAXUS,领地,https://p9-dcd.byteimg.com/img/motor-mis-img/fd99ba99b35ccc8d6e1562f1142f1856~tplv-resize:640:0.png,62,"[27.48, 19.48]",上汽大通,526,中大型SUV,汽油,2023.06,3年或10万公里
雪佛兰,雪佛兰畅巡,https://p3-dcd.byteimg.com/img/motor-mis-img/017ffe70e741c3fe352de81cc84795ce~tplv-resize:640:0.png,60,"[19.79, 15.09]",上汽通用雪佛兰,527,紧凑型车,纯电动,2023.06,3年或10万公里
DS,DS 7,https://p9-dcd.byteimg.com/img/motor-mis-img/ed26b29c1b4cc3f3c703070d4997ce5e~tplv-resize:640:0.png,58,"[32.99, 24.99]",DS汽车,528,紧凑型SUV,汽油,2022.11,3年或10万公里
上汽大通MAXUS,大家9超混,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/589970fa48a2417192313a9ea2c696ba~tplv-resize:640:0.png,55,"[34.99, 25.99]",上汽大通,529,中大型MPV,插电式混合动力,2024.06,3年或10万公里
东风风行,菱智M5 EV,https://p9-dcd.byteimg.com/img/motor-mis-img/15d17f467e2b685be5487fe2fcad8df9~tplv-resize:640:0.png,53,"[19.69, 15.99]",东风风行,530,中型MPV,纯电动,2023.11,5年或10万公里
凯迪拉克,凯迪拉克GT4,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/6db297a9abf54fcb86895a89462201a4~tplv-resize:640:0.png,52,"[27.47, 18.97]",上汽通用凯迪拉克,531,紧凑型SUV,48V轻混系统,2023.05,3年不限公里
小鹏汽车,小鹏G3,https://p3-dcd.byteimg.com/img/motor-mis-img/5fe645aae83133a591bb27313ec66986~tplv-resize:640:0.png,52,"[16.69, 13.89]",小鹏汽车,532,紧凑型SUV,纯电动,2022.09,4年或10万公里
上汽大通MAXUS,大家5 EV,https://p3-dcd.byteimg.com/img/motor-mis-img/4f42d5ff30f94ef4c7da101045312782~tplv-resize:640:0.png,51,"[22.78, 19.48]",上汽大通,533,紧凑型MPV,纯电动,2023.08,3年或8万公里
捷豹,捷豹E-PACE,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/1e15311a8df14f7b9e95bdbc308c9eb1~tplv-resize:640:0.png,51,"[20.87, 17.15]",奇瑞捷豹路虎,534,紧凑型SUV,48V轻混系统,2023.08,3年或10万公里
现代,菲斯塔,https://p3-dcd.byteimg.com/img/motor-mis-img/59c714d0afdd6fbe61a5108d3c29327f~tplv-resize:640:0.png,50,"[14.78, 13.18]",北京现代,535,紧凑型车,汽油,2022.11,3年或10万公里
大众,途安L,https://p3-dcd.byteimg.com/img/motor-mis-img/20f107b28a94a16705865e9b91e79819~tplv-resize:640:0.png,50,"[17.08, 14.18]",上汽大众,536,紧凑型MPV,汽油,2023.10,3年或10万公里
东风风行,风行雷霆,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/208be4380d144330a1968e5c32356d41~tplv-resize:640:0.png,47,"[22.99, 9.98]",东风风行,537,紧凑型SUV,纯电动,2024.04,8年或16万公里
Polestar极星,Polestar 4,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/986fd027248b4db8929ffb4df7743387~tplv-resize:640:0.png,42,"[39.99, 33.99]",Polestar,538,中型SUV,纯电动,2023.11,3年不限公里
英菲尼迪,英菲尼迪QX50,https://p3-dcd.byteimg.com/img/motor-mis-img/6538990a28bbef23dac96e53c83ddce2~tplv-resize:640:0.png,40,"[27.18, 23.08]",东风英菲尼迪,539,中型SUV,汽油,2023.11,4年或10万公里
合创汽车,合创V09,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/7326212aa38e48f4983959b242a74c05~tplv-resize:640:0.png,39,"[43.88, 31.88]",合创汽车,540,中大型MPV,纯电动,2023.10,6年或15万公里
福特,EVOS,https://p3-dcd.byteimg.com/img/motor-mis-img/62f1f5c9892cfbf4cf1c75e071638aa7~tplv-resize:640:0.png,39,"[22.98, 16.98]",长安福特,541,中型SUV,汽油,2021.11,3年或10万公里
江淮瑞风,瑞风E3,https://p3-dcd.byteimg.com/img/motor-mis-img/9b9b2bcb01b623c18ed53331a08ff11b~tplv-resize:640:0.png,38,"[19.88, 16.48]",江汽集团,542,紧凑型MPV,纯电动,2024.02,3年或10万公里
沃尔沃,沃尔沃XC40 EV,https://p3-dcd.byteimg.com/img/motor-mis-img/31d2b6da640b935204b7bfc42e4206a2~tplv-resize:640:0.png,38,"[32.2, 28.29]",沃尔沃亚太,543,紧凑型SUV,纯电动,2023.10,3年不限公里
别克,昂扬,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/83dfea1c6d9a4ca6a1d324a8c13ae3e6~tplv-resize:640:0.png,36,"[15.89, 13.29]",上汽通用别克,544,紧凑型SUV,汽油,2021.08,3年或10万公里
现代,胜达,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/8be51508aa7c49469a721a9ffd53e9bf~tplv-resize:640:0.png,32,"[22.98, 16.28]",北京现代,545,中型SUV,汽油,2022.09,5年/10万公里或7年/7万公里或3年/15万公里
埃安,AION LX,https://p3-dcd.byteimg.com/img/motor-mis-img/dbf23140365cfdd6d48480c3fd5bbe46~tplv-resize:640:0.png,31,"[41.96, 23.66]",广汽埃安新能源,546,中型SUV,纯电动,2022.01,4年或15万公里
上汽大通MAXUS,大家7超混,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c20bcc04c2e143a4a51c2d2ddda8831a~tplv-resize:640:0.png,29,"[24.99, 19.49]",上汽大通,547,中型MPV,插电式混合动力,2024.06,3年或10万公里
上汽大通MAXUS,大通G70,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e5773a7982d5488488c634703c9736d1~tplv-resize:640:0.png,29,"[20.48, 14.98]",上汽大通,548,中型MPV,汽油,2023.11,5年或10万公里
SWM斯威汽车,斯威大虎,https://p3-dcd.byteimg.com/img/motor-mis-img/58e560b3d39624fd34bf2c2fd9d0135f~tplv-resize:640:0.png,29,"[7.89, 5.99]",SWM斯威汽车,549,中型SUV,汽油,2022.08,3年或6万公里
东风风行,风行游艇,https://p3-dcd.byteimg.com/img/motor-mis-img/85a0e84f644c302002af793cd2b3584a~tplv-resize:640:0.png,27,"[15.69, 11.99]",东风风行,550,中型MPV,汽油,2023.10,8年或16万公里
北京,北京BJ80,https://p3-dcd.byteimg.com/img/motor-mis-img/4f52b32a408cd7fd40a897d72970964f~tplv-resize:640:0.png,26,"[39.8, 29.8]",北京汽车,551,中大型SUV,汽油,2023.12,3年或10万公里
本田,凌派,https://p3-dcd.byteimg.com/img/motor-mis-img/0177f23b0d8ce46f98fdd1a0c442f875~tplv-resize:640:0.png,25,"[13.98, 8.98]",广汽本田,552,紧凑型车,汽油,2023.05,3年或10万公里
星途,星途追风,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/04e86b0d24e647f6ae1fae3ef6b32be3~tplv-resize:640:0.png,24,"[16.99, 10.29]",星途,553,紧凑型SUV,汽油,2023.09,3年或10万公里
沃尔沃,沃尔沃C40 EV,https://p3-dcd.byteimg.com/img/motor-mis-img/a33abe2401429de388c10fa422965b66~tplv-resize:640:0.png,22,"[34.2, 29.2]",沃尔沃亚太,554,紧凑型SUV,纯电动,2023.10,3年不限公里
江淮汽车,江淮X8 PLUS,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/cf84c6dcdafb46cbbde7cd49e3cd70df~tplv-resize:640:0.png,20,"[17.97, 8.98]",江汽集团,555,中型SUV,汽油,2024.03,3年或10万公里
比亚迪,宋MAX DM,https://p3-dcd.byteimg.com/img/motor-mis-img/7ec97e2a0cd2675c197335c8319f94b1~tplv-resize:640:0.png,20,"[16.48, 13.78]",比亚迪,556,紧凑型MPV,插电式混合动力,2022.03,6年或15万公里
红旗,红旗E-HS9,https://p9-dcd.byteimg.com/img/motor-mis-img/fb5c6d20cd6044b28f6eec55dcd6c61c~tplv-resize:640:0.png,18,"[77.98, 50.98]",一汽红旗,557,大型SUV,纯电动,2024.03,4年或10万公里
捷途,捷途X70S EV,https://p3-dcd.byteimg.com/img/motor-mis-img/f4e6e2fbaa0cecf457663534e094c6f1~tplv-resize:640:0.png,18,"[17.98, 16.98]",奇瑞汽车,558,中型SUV,纯电动,2019.09,4年或10万公里
哈弗,哈弗H9,https://p9-dcd.byteimg.com/img/motor-mis-img/f4d73dc8d64af9db71aa8ab11543b329~tplv-resize:640:0.png,18,"[22.78, 16.28]",长城汽车,559,中大型SUV,汽油,2021.09,3年或10万公里
雪佛兰,星迈罗,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/8872eb50f9e04be1b5b3314e99ffbca7~tplv-resize:640:0.png,16,"[12.39, 9.89]",上汽通用雪佛兰,560,紧凑型SUV,汽油,2023.07,3年或10万公里
起亚,焕驰,https://p3-dcd.byteimg.com/img/motor-mis-img/c655aa38e008e10259a76a207c62a295~tplv-resize:640:0.png,15,"[5.79, 5.49]",起亚,561,小型车,汽油,2020.08,3年或10万公里
起亚,索奈,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/f51d6641c9c34d02b7833d4b2f9fd602~tplv-resize:640:0.png,13,"[10.09, 9.19]",起亚,562,小型SUV,汽油,2024.04,3年或10万公里
奔驰,奔驰EQE,https://p3-dcd.byteimg.com/img/motor-mis-img/4ea57237b66d26a84ae6dcc9adc0af6f~tplv-resize:640:0.png,13,"[33.13, 27.5]",北京奔驰,563,中大型车,纯电动,2022.08,3年不限公里
丰田,威兰达PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/fe0a534abd314543a5f1f803bab7597d~tplv-resize:640:0.png,10,"[21.18, 17.68]",广汽丰田,564,紧凑型SUV,插电式混合动力,2024.06,3年或10万公里
ARCFOX极狐,极狐 阿尔法T,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/dd472c544e4543c2a73cff99e44f8bdc~tplv-resize:640:0.png,10,"[28.08, 18.58]",北汽新能源,565,中型SUV,纯电动,2023.06,3年或12万公里
SWM斯威汽车,斯威G05,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c925af638a1c4f7fb547993f1c3de73e~tplv-resize:640:0.png,10,"[12.98, 8.69]",SWM斯威汽车,566,中型SUV,汽油,2023.01,3年或6万公里
雪佛兰,创酷,https://p9-dcd.byteimg.com/img/motor-mis-img/7f32d8c6bf3899a4d61b5059c5717c70~tplv-resize:640:0.png,10,"[10.69, 8.79]",上汽通用雪佛兰,567,小型SUV,汽油,2023.07,3年或10万公里
比亚迪,比亚迪D1,https://p3-dcd.byteimg.com/img/motor-mis-img/16a73f90c37db0a802139dd3bcb55a8b~tplv-resize:640:0.png,8,"[16.98, 16.08]",比亚迪,568,紧凑型MPV,纯电动,2023.06,6年或15万公里
红旗,红旗国耀,https://p3-dcd.byteimg.com/img/motor-mis-img/0b094b3ada0704b3ef49fa69acb10d59~tplv-resize:640:0.png,7,"[146.58, 136.58]",一汽红旗,569,大型SUV,汽油,2022.08,4年或10万公里
荣威,荣威RX9,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/7118e0bee36049a283022e08e4995b36~tplv-resize:640:0.png,7,"[24.38, 17.58]",上汽集团,570,中大型SUV,汽油,2023.03,3年或10万公里
奔驰,奔驰EQA,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/7015d0380cb24469941e8a4b9c7026b8~tplv-resize:640:0.png,6,"[18.1, 18.1]",北京奔驰,571,紧凑型SUV,纯电动,2024.08,3年不限公里
一汽,森雅R7,https://p3-dcd.byteimg.com/img/motor-mis-img/aecc527761d81e6b35253fef9d34ec02~tplv-resize:640:0.png,6,"[8.98, 7.98]",一汽吉林,572,小型SUV,汽油,2024.04,3年或6万公里
奔腾,奔腾M9,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/87923bd1a148439abd86c047bdd7dc6d~tplv-resize:640:0.png,5,"[24.98, 22.98]",一汽奔腾,573,中大型MPV,48V轻混系统,2023.10,3年或10万公里
奥迪,奥迪e-tron,https://p3-dcd.byteimg.com/img/motor-mis-img/e8587b667f120eb9f0f98d11371b8b74~tplv-resize:640:0.png,5,"[45.42, 38.28]",一汽-大众奥迪,574,中大型SUV,纯电动,2021.04,3年或10万公里
哈弗,哈弗H6 PHEV,https://p3-dcd.byteimg.com/img/motor-mis-img/f6c414b7d3d6068a4cf97e19b1f7b11f~tplv-resize:640:0.png,4,"[14.17, 12.77]",长城汽车,575,紧凑型SUV,插电式混合动力,2022.09,6年或15万公里包修
合创汽车,合创007,https://p3-dcd.byteimg.com/img/motor-mis-img/08a44355529f774514bb9aa8957929a2~tplv-resize:640:0.png,4,"[29.98, 29.98]",合创汽车,576,中型SUV,纯电动,2021.05,5年不限公里
荣威,CLEVER,https://p3-dcd.byteimg.com/img/motor-mis-img/0df783917aab490ada07cd607aa9dedf~tplv-resize:640:0.png,4,"[5.19, 5.19]",上汽集团,577,微型车,纯电动,2022.03,3年或10万公里
大众,探岳GTE,https://p9-dcd.byteimg.com/img/motor-mis-img/aac0f155b2015c4933cda7ea9afec655~tplv-resize:640:0.png,4,"[19.09, 19.09]",一汽-大众,578,中型SUV,插电式混合动力,2023.09,3年或10万公里
SWM斯威汽车,斯威G01,https://p9-dcd.byteimg.com/img/motor-mis-img/ebaf0a6393b02410b033ae200675abdc~tplv-resize:640:0.png,4,"[26.98, 26.98]",SWM斯威汽车,579,紧凑型SUV,汽油,2022.09,3年或6万公里
沃尔沃,沃尔沃S60 PHEV,https://p9-dcd.byteimg.com/img/motor-mis-img/0e1a0647fc7451ffefef866f0bf05386~tplv-resize:640:0.png,4,"[38.29, 33.39]",沃尔沃亚太,580,中型车,插电式混合动力,2023.07,3年不限公里
红旗,红旗国礼,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/dcc20ee3f08749d9bd2a6eb1febf1d11~tplv-resize:640:0.png,4,"[718, 718]",一汽红旗,581,大型车,汽油,2024.06,4年或10万公里
岚图,岚图追光 EV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/45e0ac325fd04a4e8b1ce482ce1be56e~tplv-resize:640:0.png,1,"[33.59, 27.29]",岚图汽车,591,中大型车,纯电动,2023.04,5年或10万公里
丰田,广汽丰田bZ4X,https://p3-dcd.byteimg.com/img/motor-mis-img/0534600885eae10c8086cc8cee5d19fb~tplv-resize:640:0.png,1,"[26.78, 17.98]",广汽丰田,592,中型SUV,纯电动,2022.10,3年或10万公里
凯翼,轩度,https://p9-dcd.byteimg.com/img/motor-mis-img/fad7c3cbf79e7f38ea95446b78b262c3~tplv-resize:640:0.png,1,"[9.39, 7.98]",凯翼汽车,593,紧凑型车,汽油,2023.06,3年或10万公里
DS,DS 9 PHEV,https://p3-dcd.byteimg.com/img/motor-mis-img/6505fe35f2a3a3ffa5a1ffbb7bd5a617~tplv-resize:640:0.png,1,"[40.49, 33.49]",DS汽车,594,中型车,插电式混合动力,2022.03,8年或12万公里
启辰,启辰T60 EV,https://p9-dcd.byteimg.com/img/motor-mis-img/8580d3841feffe043c2ca57c2cf034c7~tplv-resize:640:0.png,1,"[16.48, 16.48]",东风日产,595,小型SUV,纯电动,2023.03,3年或12万公里
理念,广汽本田VE-1,https://p3-dcd.byteimg.com/img/motor-mis-img/6b45b76df3eac473edc4da19a10ce8d7~tplv-resize:640:0.png,1,"[14.68, 11.98]",广汽本田,596,小型SUV,纯电动,2022.09,3年或10万公里